HS - Combined  Product Code,HS - Combined  Product Description,CCCN Product Code,CCCN Product Description
551694,Printed,5607J,Discontinuous regenerated blend fabrics nes -- with textile fibres nes
560110,"Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, of wadding",5901,Wadding and articles of wadding
560121,Of cotton,5901,Wadding and articles of wadding
560122,Of manmade fibres,5901,Wadding and articles of wadding
560129,Other,5901,Wadding and articles of wadding
560130,Textile flock and dust and mill neps,5901,Wadding and articles of wadding
560210,Needleloom felt and stitchbonded fibre fabrics,5902B,Felt and articles nes
560221,Of wool or fine animal hair,5902B,Felt and articles nes
560229,Of other textile materials,5902B,Felt and articles nes
560290,Other,5902B,Felt and articles nes
560300,(-1995) Nonwovens,5903,Bonded fibre fabrics and articles
560311,(1996-) Weighing not more than 25 g/m²,5903,Bonded fibre fabrics and articles
560312,(1996-) Weighing more than 25 g/m² but not more than 70 g/m²,5903,Bonded fibre fabrics and articles
560313,(1996-) Weighing more than 70 g/m² but not more than 150 g/m²,5903,Bonded fibre fabrics and articles
560314,(1996-) Weighing more than 150 g/m²,5903,Bonded fibre fabrics and articles
560391,(1996-) Weighing not more than 25 g/m²,5903,Bonded fibre fabrics and articles
560392,(1996-) Weighing more than 25 g/m² but not more than 70 g/m²,5903,Bonded fibre fabrics and articles
560393,(1996-) Weighing more than 70 g/m² but not more than 150 g/m²,5903,Bonded fibre fabrics and articles
560394,(1996-) Weighing more than 150 g/m²,5903,Bonded fibre fabrics and articles
560410,"Rubber thread and cord, textile covered",4007,"Vulc rubber thread,cord"
560420,"(-2006) High tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated",5101A,"Synthetic fibre yarn,bulk,monofil --textured,continuous polyamide"
560490,Other,4007,"Vulc rubber thread,cord"
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 54.04 or 54.05, combined with metal in the form of thread, strip or powder or covered with metal.",5201,Metallized textile yarn
560600,"Gimped yarn, and strip and the like of heading 54.04 or 54.05, gimped (other than those of heading 56.05 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop waleyarn.",5807,"Chenille yarn, gimped yarn, braid etc"
560710,(-2006) Of jute or other textile bast fibres of heading 53.03,5904,"Twine, cordage, ropes and cables"
560721,Binder or baler twine,5904,"Twine, cordage, ropes and cables"
560729,Other,5904,"Twine, cordage, ropes and cables"
560730,(-2001) Of abaca (Manila hemp or Musa textilis Nee) or oth,5904,"Twine, cordage, ropes and cables"
560741,Binder or baler twine,5904,"Twine, cordage, ropes and cables"
560749,Other,5904,"Twine, cordage, ropes and cables"
560750,Of other synthetic fibres,5904,"Twine, cordage, ropes and cables"
560790,Other,5904,"Twine, cordage, ropes and cables"
560811,Made up fishing nets,5905,Nets and netting made of twine
560819,Other,5905,Nets and netting made of twine
560890,Other,5905,Nets and netting made of twine
560900,"Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included.",5906,"Other articles made from yarn, twine"
570110,Of wool or fine animal hair,5801A,Carpets etc knotted -- of wool or fine hair
570190,Of other textile materials,5801B,Carpets etc knotted -- of other textile materials
570210,"Kelem, Schumacks, Karamanie and similar handwoven rugs",5802A,"Kelem,schumacks etc rugs"
570220,Floor coverings of coconut fibres (coir),5802I,Other textile carpets etc nes -- other than knotted etc
570231,Of wool or fine animal hair,5802C,Wool carpets etc nes -- woven
570232,Of manmade textile materials,5802F,Man-made textile carpts nes -- woven
570239,Of other textile materials,5802I,Other textile carpets etc nes -- other than knotted etc
570241,Of wool or fine animal hair,5802C,Wool carpets etc nes -- woven
570242,Of manmade textile materials,5802F,Man-made textile carpts nes -- woven
570249,Of other textile materials,5802I,Other textile carpets etc nes -- other than knotted etc
570251,(-2006) Of wool or fine animal hair,5802C,Wool carpets etc nes -- woven
570252,(-2006) Of manmade textile materials,5802F,Man-made textile carpts nes -- woven
570259,(-2006) Of other textile materials,5802I,Other textile carpets etc nes -- other than knotted etc
570291,Of wool or fine animal hair,5802C,Wool carpets etc nes -- woven
570292,Of manmade textile materials,5802F,Man-made textile carpts nes -- woven
570299,Of other textile materials,5802I,Other textile carpets etc nes -- other than knotted etc
570310,Of wool or fine animal hair,5802B,Wool carpets etc nes -- tufted
570320,Of nylon or other polyamides,5802E,Man-made textile carpts nes -- tufted
570330,Of other manmade textile materials,5802E,Man-made textile carpts nes -- tufted
570390,Of other textile materials,5802H,Other textile carpets etc nes -- tufted
570410,"Tiles, having a maximum surface area of 0.3 m²",5902A,Floor coverings of felts
570490,Other,5902A,Floor coverings of felts
570500,"Other carpets and other textile floor coverings, whether or not made up.",5802I,Other textile carpets etc nes -- other than knotted etc
580110,Of wool or fine animal hair,5804A,"Pile etc fabrics,wool"
580121,Uncut weft pile fabrics,5804B,Pile etc cotton fabrics
580122,Cut corduroy,5804B,Pile etc cotton fabrics
580123,Other weft pile fabrics,5804B,Pile etc cotton fabrics
580124,"Warp pile fabrics, épinglé (uncut)",5804B,Pile etc cotton fabrics
580125,"Warp pile fabrics, cut",5804B,Pile etc cotton fabrics
580126,Chenille fabrics,5804B,Pile etc cotton fabrics
580131,Uncut weft pile fabrics,5804C,Man-made pile etc fabric -- syntheticetic
580132,Cut corduroy,5804D,Man-made pile etc fabric -- regenerated
580133,Other weft pile fabrics,5804D,Man-made pile etc fabric -- regenerated
580134,"Warp pile fabrics, épinglé (uncut)",5804C,Man-made pile etc fabric -- syntheticetic
580135,"Warp pile fabrics, cut",5804D,Man-made pile etc fabric -- regenerated
580136,Chenille fabrics,5804D,Man-made pile etc fabric -- regenerated
580190,Of other textile materials,5804E,"Pile,chenille fabric nes"
580211,Unbleached,5508A,Unbleached cotton terry fabrics
580219,Other,5508B,Bleached cotton terry fabrics
580220,"Terry towelling and similar woven terry fabrics, of other  textile materials",5804E,"Pile,chenille fabric nes"
580230,Tufted textile fabrics,5804E,"Pile,chenille fabric nes"
580310,(-2006) Of cotton,5507B,"Cotton gauze bleached,etc"
580390,(-2006) Of other textile materials,5104E,Continuous regnerated textaile fabric nes
580410,Tulles and other net fabrics,5808,"Tulle and other net fabrics, plain"
580421,Of manmade fibres,5809,"Tulle and other net fabrics, figured"
580429,Of other textile materials,5809,"Tulle and other net fabrics, figured"
580430,Handmade lace,5809,"Tulle and other net fabrics, figured"
580500,"Handwoven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needleworked tapestries (for example, petit point, cross stitch), whether or not made up.",5803,"Tapestries, hand-made and needle-worked"
580610,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics,5805,Narrow woven fabrics
580620,"Other woven fabrics, containing by weight 5 % or more of lastomeric yarn or rubber thread",5805,Narrow woven fabrics
580631,Of cotton,5805,Narrow woven fabrics
580632,Of manmade fibres,5805,Narrow woven fabrics
580639,Of other textile materials,5805,Narrow woven fabrics
580640,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs),5805,Narrow woven fabrics
580710,Woven,5806,"Woven labels, not embroidered"
580790,Other,5902B,Felt and articles nes
580810,Braids in the piece,5807,"Chenille yarn, gimped yarn, braid etc"
580890,Other,5807,"Chenille yarn, gimped yarn, braid etc"
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.",5202,Woven fabrics of metal thread
581010,Embroidery without visible ground,5810,"Embroidery, in the piece"
581091,Of cotton,5810,"Embroidery, in the piece"
581092,Of manmade fibres,5810,"Embroidery, in the piece"
581099,Of other textile materials,5810,"Embroidery, in the piece"
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10.",5509B,Bleached cotton fabric nes
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like",5907,Textile fabrics coated with gum
590190,Other,5907,Textile fabrics coated with gum
590210,Of nylon or other polyamides,5911,Rubberised textile fabrics not knitted
590220,Of polyesters,5911,Rubberised textile fabrics not knitted
590290,Other,5911,Rubberised textile fabrics not knitted
590310,With poly(vinyl chloride),5908,Textile fabrics coated with plastic
590320,With polyurethane,5908,Textile fabrics coated with plastic
590390,Other,5908,Textile fabrics coated with plastic
590410,Linoleum,5910,Linoleum etc textile based
590490,(2002-) Other,5910,Linoleum etc textile based
590491,(-2001) Other :-- With a base consisting of needleloom fel,5910,Linoleum etc textile based
590492,(-2001) Other :-- With other textile base,5910,Linoleum etc textile based
590500,Textile wall coverings.,5908,Textile fabrics coated with plastic
590610,Adhesive tape of a width not exceeding 20 cm,5911,Rubberised textile fabrics not knitted
590691,Knitted or crocheted,5911,Rubberised textile fabrics not knitted
590699,Other,5911,Rubberised textile fabrics not knitted
590700,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio backcloths or the like.",5912,Textile fabrics otherwise impregnated
590800,"Textile wicks, woven, plaited or knitted , for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated.",5914,"Wicks, of woven or knitted textile"
590900,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.",5915,Textile hosepiping and similar tubing
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.",5916,"Transmission, conveyor belts or belting"
591110,"Textile fabrics, felt and feltlined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of ve",5917,"Textile articles, used in machinery or plant"
591120,"Bolting cloth, whether or not made up",5917,"Textile articles, used in machinery or plant"
591131,Weighing less than 650 g/m2,5917,"Textile articles, used in machinery or plant"
591132,Weighing 650 g/m2 or more,5917,"Textile articles, used in machinery or plant"
591140,"Straining cloth of a kind used in oil presses or the  like, including that of human hair",5917,"Textile articles, used in machinery or plant"
591190,Other,5917,"Textile articles, used in machinery or plant"
600110,Long pile fabrics,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600121,Of cotton,6001B,Other knitted etc fabrics nonelastic -- of cotton
600122,Of manmade fibres,6001B,Other knitted etc fabrics nonelastic -- of cotton
600129,Of other textile materials,6001B,Other knitted etc fabrics nonelastic -- of cotton
600191,Of cotton,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600192,Of manmade fibres,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600199,Of other textile materials,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600210,"(-2001) Of a width not exceeding 30 cm, containing by weig",6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600220,"(-2001) Other, of a width not exceeding 30 cm",6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600230,"(-2001) Of a width exceeding 30 cm, containing by weight 5",6001B,Other knitted etc fabrics nonelastic -- of cotton
600240,(2002-) Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600241,"(-2001) Other fabrics, warp knit (including those made on ",6001D,Other knitted etc fabrics nonelastic -- of regenerated fibres
600242,"(-2001) Other fabrics, warp knit (including those made on ",6001D,Other knitted etc fabrics nonelastic -- of regenerated fibres
600243,"(-2001) Other fabrics, warp knit (including those made on ",6001D,Other knitted etc fabrics nonelastic -- of regenerated fibres
600249,"(-2001) Other fabrics, warp knit (including those made on ",6001D,Other knitted etc fabrics nonelastic -- of regenerated fibres
600290,(2002-) Other,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600291,(-2001) Other :-- Of wool or fine animal hair,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600292,(-2001) Other :-- Of cotton,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600293,(-2001) Other :-- Of man-made fibres,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600299,(-2001) Other,6001E,Other knitted etc fabrics nonelastic -- of other fibres
600310,(2002-) Of wool or fine animal hair,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600320,(2002-) Of cotton,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600330,(2002-) Of synthetic fibres,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600340,(2002-) Of artificial fibres,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
600390,(2002-) Other,6001A,Other knitted etc fabrics nonelastic -- of wool or fine hair
