HS - Combined  Product Code,HS - Combined  Product Description,BEC Product Code,BEC Product Description
030333,Sole (Solea spp.),122,Mainly for household consumption
030339,Other,122,Mainly for household consumption
030341,Albacore or longfinned tunas (Thunnus alalunga),122,Mainly for household consumption
030342,Yellowfin tunas (Thunnus albacares),122,Mainly for household consumption
030343,Skipjack or stripbellied bonito,122,Mainly for household consumption
030344,(2002-) Bigeye tunas (Thunnus obesus),122,Mainly for household consumption
030345,(2002-) Bluefin tunas (Thunnus thynnus),122,Mainly for household consumption
030346,(2002-) Southern bluefin tunas (Thunnus maccoyii),122,Mainly for household consumption
030349,Other,122,Mainly for household consumption
030350,"(-2006) Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",122,Mainly for household consumption
030360,"(-2006) Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",122,Mainly for household consumption
030371,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",122,Mainly for household consumption
030372,Haddock (Melanogrammus aeglefinus),122,Mainly for household consumption
030373,Coalfish (Pollachius virens),122,Mainly for household consumption
030374,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",122,Mainly for household consumption
030375,Dogfish and other sharks,122,Mainly for household consumption
030376,Eels (Anguilla spp.),122,Mainly for household consumption
030377,"Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",122,Mainly for household consumption
030378,"Hake (Merluccius spp., Urophycis spp.)",122,Mainly for household consumption
030379,Other,122,Mainly for household consumption
030380,Livers and roes,122,Mainly for household consumption
030410,(-2006) Fresh or chilled,122,Mainly for household consumption
030420,(-2006) Frozen fillets,122,Mainly for household consumption
030490,(-2006) Other,122,Mainly for household consumption
030520,"Livers and roes of fish, dried, smoked, salted or in brine",122,Mainly for household consumption
030541,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",122,Mainly for household consumption
030542,"Herrings (Clupea harengus, Clupea pallasii)",122,Mainly for household consumption
030549,Other,122,Mainly for household consumption
030621,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",122,Mainly for household consumption
030622,Lobsters (Homarus spp.),122,Mainly for household consumption
030623,Shrimps and prawns,122,Mainly for household consumption
030624,Crabs,122,Mainly for household consumption
030629,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",122,Mainly for household consumption
030760,"Snails, other than sea snails",122,Mainly for household consumption
040221,Not containing added sugar or other sweetening matter,122,Mainly for household consumption
040229,Other,122,Mainly for household consumption
040291,Not containing added sugar or other sweetening matter,122,Mainly for household consumption
040299,Other,122,Mainly for household consumption
040490,Other,122,Mainly for household consumption
040500,(-1995) Butter and other fats and oils derived fro,122,Mainly for household consumption
040510,(1996-) Butter,122,Mainly for household consumption
040520,(1996-) Dairy spreads,122,Mainly for household consumption
040590,(1996-) Other,122,Mainly for household consumption
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",122,Mainly for household consumption
040620,"Grated or powdered cheese, of all kinds",122,Mainly for household consumption
040630,"Processed cheese, not grated or powdered",122,Mainly for household consumption
040640,Blueveined cheese,122,Mainly for household consumption
040690,Other cheese,122,Mainly for household consumption
041000,"Edible products of animal origin, not elsewhere specified or included.",122,Mainly for household consumption
071110,(-2001) Onions,122,Mainly for household consumption
071120,Olives,122,Mainly for household consumption
071130,(-2006) Capers,122,Mainly for household consumption
071140,Cucumbers and gherkins,122,Mainly for household consumption
071151,(2002-) Mushrooms of the genus Agaricus,122,Mainly for household consumption
071159,(2002-) Other,122,Mainly for household consumption
071190,Other vegetables; mixtures of vegetables,122,Mainly for household consumption
071210,(-1995) Dried potatoes,122,Mainly for household consumption
071220,Onions,122,Mainly for household consumption
071230,(-2001) Mushrooms and truffles,122,Mainly for household consumption
071231,(2002-) Mushrooms of the genus Agaricus,122,Mainly for household consumption
071232,(2002-) Wood ears (Auricularia spp.),122,Mainly for household consumption
071233,(2002-) Jelly fungi (Tremella spp.),122,Mainly for household consumption
071239,(2002-) Other,122,Mainly for household consumption
071290,Other vegetables; mixtures of vegetables,122,Mainly for household consumption
090121,Not decaffeinated,122,Mainly for household consumption
090122,Decaffeinated,122,Mainly for household consumption
090140,(-1995) Coffee substitutes containing coffee,122,Mainly for household consumption
090190,(1996-) Other,122,Mainly for household consumption
100630,"Semimilled or wholly milled rice, whether or not polished or glazed",122,Mainly for household consumption
100640,Broken rice,122,Mainly for household consumption
110411,(-2001) Rolled or flaked grains :-- Of barley,122,Mainly for household consumption
110412,Of oats,122,Mainly for household consumption
110419,Of other cereals,122,Mainly for household consumption
110421,"(-2001) Other worked grains (for example, hulled, pearled,",122,Mainly for household consumption
110422,Of oats,122,Mainly for household consumption
110423,Of maize (corn),122,Mainly for household consumption
110429,Of other cereals,122,Mainly for household consumption
110430,"Germ of cereals, whole, rolled, flaked or ground",122,Mainly for household consumption
150910,Virgin,122,Mainly for household consumption
150990,Other,122,Mainly for household consumption
151710,"Margarine, excluding liquid margarine",122,Mainly for household consumption
151790,Other,122,Mainly for household consumption
160100,"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.",122,Mainly for household consumption
160210,Homogenised preparations,122,Mainly for household consumption
160220,Of liver of any animal,122,Mainly for household consumption
160231,Of turkeys,122,Mainly for household consumption
160232,(1996-) Of fowls of the species Gallus domesticus,122,Mainly for household consumption
160239,Other,122,Mainly for household consumption
160241,Hams and cuts thereof,122,Mainly for household consumption
160242,Shoulders and cuts thereof,122,Mainly for household consumption
160249,"Other, including mixtures",122,Mainly for household consumption
160250,Of bovine animals,122,Mainly for household consumption
160290,"Other, including preparations of blood of any animal",122,Mainly for household consumption
160411,Salmon,122,Mainly for household consumption
160412,Herrings,122,Mainly for household consumption
160413,"Sardines, sardinella and brisling or sprats",122,Mainly for household consumption
160414,"Tunas, skipjack and bonito (Sarda spp.)",122,Mainly for household consumption
160415,Mackerel,122,Mainly for household consumption
160416,Anchovies,122,Mainly for household consumption
160419,Other,122,Mainly for household consumption
160420,Other prepared or preserved fish,122,Mainly for household consumption
160430,Caviar and caviar substitutes,122,Mainly for household consumption
160510,Crab,122,Mainly for household consumption
160520,Shrimps and prawns,122,Mainly for household consumption
160530,Lobster,122,Mainly for household consumption
160540,Other crustaceans,122,Mainly for household consumption
160590,Other,122,Mainly for household consumption
170199,Other,122,Mainly for household consumption
170410,"Chewing gum, whether or not sugarcoated",122,Mainly for household consumption
170490,Other,122,Mainly for household consumption
180610,"Cocoa powder, containing added sugar or other sweetening matter",122,Mainly for household consumption
180620,"Other preparations in blocks, slabs or bars weighing more than  2 kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, of a content exceeding 2 kg",122,Mainly for household consumption
180631,Filled,122,Mainly for household consumption
180632,Not filled,122,Mainly for household consumption
180690,Other,122,Mainly for household consumption
190110,"Preparations for infant use, put up for retail sale",122,Mainly for household consumption
190120,Mixes and doughs for the preparation of bakers' wares of heading 19.05,122,Mainly for household consumption
190190,Other,122,Mainly for household consumption
190211,Containing eggs,122,Mainly for household consumption
190219,Other,122,Mainly for household consumption
190220,"Stuffed pasta, whether or not cooked or otherwise prepared",122,Mainly for household consumption
190230,Other pasta,122,Mainly for household consumption
190240,Couscous,122,Mainly for household consumption
190410,Prepared foods obtained by the swelling or roasting of cereals or cereal products,122,Mainly for household consumption
190420,(1996-) Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals,122,Mainly for household consumption
190430,(2002-) Bulgur wheat,122,Mainly for household consumption
190490,Other,122,Mainly for household consumption
190510,Crispbread,122,Mainly for household consumption
190520,Gingerbread and the like,122,Mainly for household consumption
190530,(-2001) Sweet biscuits; waffles and wafers,122,Mainly for household consumption
190531,(2002-) Sweet biscuits,122,Mainly for household consumption
190532,(2002-) Waffles and wafers,122,Mainly for household consumption
190540,"Rusks, toasted bread and similar toasted products",122,Mainly for household consumption
190590,Other,122,Mainly for household consumption
200110,Cucumbers and gherkins,122,Mainly for household consumption
200120,(-2001) Onions,122,Mainly for household consumption
200190,Other,122,Mainly for household consumption
200210,"Tomatoes, whole or in pieces",122,Mainly for household consumption
200290,Other,122,Mainly for household consumption
200310,Mushrooms of the genus Agaricus,122,Mainly for household consumption
200320,Truffles,122,Mainly for household consumption
200390,(2002-) Other,122,Mainly for household consumption
200410,Potatoes,122,Mainly for household consumption
200490,Other vegetables and mixtures of vegetables,122,Mainly for household consumption
200510,Homogenised vegetables,122,Mainly for household consumption
200520,Potatoes,122,Mainly for household consumption
200530,"(-1995) Sauerkraut, preserved other than by vinega",122,Mainly for household consumption
200540,Peas (Pisum sativum),122,Mainly for household consumption
200551,"Beans, shelled",122,Mainly for household consumption
200559,Other,122,Mainly for household consumption
200560,Asparagus,122,Mainly for household consumption
200570,Olives,122,Mainly for household consumption
