HS 1988/92 Product Code,HS 1988/92 Product Description,CPC Product Code,CPC Product Description
090111,"Coffee, not roasted or decaffeinated",01611,"Coffee, not roasted, not decaffeinated"
090112,"Decaffeinated coffee, not roasted",23911,"Coffee, decaffeinated or roasted"
090121,"Roasted coffee, not decaffeinated",23911,"Coffee, decaffeinated or roasted"
090122,"Roasted, decaffeinated coffee",23911,"Coffee, decaffeinated or roasted"
090130,Coffee husks and skins,3915,Coffee husks and skins
090140,Coffee substitutes containing coffee,23912,"Coffee substitutes containing coffee; extracts, essences and concentrates"
090210,Green tea in immediate packings,23913,"Green tea (not fermented), black tea (fermented) and partly fermented tea,"
090220,"Green tea, nes",01612,"Green tea (not fermented), black tea (fermented) and partly fermented tea,"
090230,Black tea (fermented) and partly fermented tea,23913,"Green tea (not fermented), black tea (fermented) and partly fermented tea,"
090240,"Black tea (fermented) and partly fermented tea,",01612,"Green tea (not fermented), black tea (fermented) and partly fermented tea,"
090300,Mate,01613,Mate
090411,Dried pepper (excl. crushed or ground),0162,"Spices, whether or not processed"
090412,"Pepper, crushed or ground",0162,"Spices, whether or not processed"
090420,"Fruits of genus Capiscum or Pimenta, dried, cru",0162,"Spices, whether or not processed"
090500,Vanilla,0162,"Spices, whether or not processed"
090610,"Cinnamon and cinnamon-tree flowers, neither cru",0162,"Spices, whether or not processed"
090620,"Cinnamon and cinnamon-tree flowers, crushed or",0162,"Spices, whether or not processed"
090700,"Cloves (whole fruit, cloves and stems)",0162,"Spices, whether or not processed"
090810,Nutmeg,0162,"Spices, whether or not processed"
090820,Mace,0162,"Spices, whether or not processed"
090830,Cardamoms,0162,"Spices, whether or not processed"
090910,Seeds of anise or badian,0162,"Spices, whether or not processed"
090920,Seeds of coriander,0162,"Spices, whether or not processed"
090930,Seeds of cumin,0162,"Spices, whether or not processed"
090940,Seeds of caraway,0162,"Spices, whether or not processed"
090950,Seeds of fennel; juniper berries,0162,"Spices, whether or not processed"
091010,Ginger,0162,"Spices, whether or not processed"
091020,Saffron,0162,"Spices, whether or not processed"
091030,Turmeric (curcuma),0162,"Spices, whether or not processed"
091040,"Thyme, bay leaves",0162,"Spices, whether or not processed"
091050,Curry,0162,"Spices, whether or not processed"
091091,Spice mixtures,0162,"Spices, whether or not processed"
091099,"Other spices, nes",0162,"Spices, whether or not processed"
100110,Durum wheat,0111,Wheat and meslin
100190,"Spelt, common wheat and meslin",0111,Wheat and meslin
100200,Rye,0116,"Rye, oats"
100300,Barley,0115,Barley
100400,Oats,0116,"Rye, oats"
100510,Maize seed,0112,Maize (corn)
100590,Maize (excl. seed),0112,Maize (corn)
100610,Rice in the husk (paddy or rough),0113,"Rice, not husked"
100620,Husked (brown) rice,0114,Husked rice
100630,Semi-milled or wholly milled rice,2316,"Rice, semi- or wholly milled"
100640,Broken rice,2316,"Rice, semi- or wholly milled"
100700,Grain sorghum,0119,Other cereals
100810,Buckwheat,0119,Other cereals
100820,Millet,0119,Other cereals
100830,Canary seed,0119,Other cereals
100890,"Other cereal, nes",0119,Other cereals
110100,Wheat or meslin flour,2311,Wheat or meslin flour
110210,Rye flour,2312,Cereal flours other than of wheat or meslin
110220,Maize (corn) flour,2312,Cereal flours other than of wheat or meslin
110230,Rice flour,2312,Cereal flours other than of wheat or meslin
110290,"Other cereal flour, nes",2312,Cereal flours other than of wheat or meslin
110311,Groats and meal of wheat,2313,"Groats, meal and pellets of wheat"
110312,Groats and meal of oats,2314,"Cereal groats, meal and pellets n.e.c."
110313,Groats and meal of maize (corn),2314,"Cereal groats, meal and pellets n.e.c."
110314,Groats and meal of rice,2314,"Cereal groats, meal and pellets n.e.c."
110319,"Groats and meal of other cereals, nes",2314,"Cereal groats, meal and pellets n.e.c."
110321,Wheat pellets,2313,"Groats, meal and pellets of wheat"
110329,Pellets of other cereals (excl. wheat),2314,"Cereal groats, meal and pellets n.e.c."
110411,Rolled or flaked barley grains,2315,Other cereal grain products (including corn flakes)
110412,Rolled or flaked oat grains,2315,Other cereal grain products (including corn flakes)
110419,"Rolled or flaked grains of other cereals, nes",2315,Other cereal grain products (including corn flakes)
110421,"Other worked grains of barley, nes",2315,Other cereal grain products (including corn flakes)
110422,"Other worked grains of oats, nes",2315,Other cereal grain products (including corn flakes)
110423,"Other worked grains of maize (corn), nes",2315,Other cereal grain products (including corn flakes)
110429,"Other worked grains of other cereals, nes",2315,Other cereal grain products (including corn flakes)
110430,"Cereal germ, whole, rolled, flaked or ground",2315,Other cereal grain products (including corn flakes)
110510,Potato flour and meal,2139,"Other preserved vegetables (including dried vegetables, canned vegetables"
110520,"Potato flakes, granules and pellets",2139,"Other preserved vegetables (including dried vegetables, canned vegetables"
110610,Flour and meal of the dried leguminous vegetabl,2317,Other vegetable flours and meals
110620,"Flour and meal of sago, roots or tubers of 0714",2317,Other vegetable flours and meals
110630,"Flour, meal and powder of products of Chapter 8",2317,Other vegetable flours and meals
110710,Malt not roasted,2432,"Malt, whether or not roasted"
110720,Roasted malt,2432,"Malt, whether or not roasted"
110811,Wheat starch,2322,Starches; inulin; wheat gluten; dextrins and other modified starches
110812,Maize (corn) starch,2322,Starches; inulin; wheat gluten; dextrins and other modified starches
110813,Potato starch,2322,Starches; inulin; wheat gluten; dextrins and other modified starches
110814,Manioc (cassava) starch,2322,Starches; inulin; wheat gluten; dextrins and other modified starches
110819,"Other starches, nes",2322,Starches; inulin; wheat gluten; dextrins and other modified starches
110820,Inulin,2322,Starches; inulin; wheat gluten; dextrins and other modified starches
110900,Wheat gluten,2322,Starches; inulin; wheat gluten; dextrins and other modified starches
120100,Soya beans,0141,Soya beans
120210,"Ground-nuts in shell, not roasted or otherwise",0142,Ground nuts
120220,"Shelled ground-nuts, not roasted or otherwise c",0142,Ground nuts
120300,Copra,0149,Oil seeds n.e.c. and oleaginous fruit
120400,Linseed,0149,Oil seeds n.e.c. and oleaginous fruit
120500,Rape or colza seeds,0143,"Sunflower, sesamum, safflower, rape, colza and mustard seeds"
120600,Sunflower seeds,0143,"Sunflower, sesamum, safflower, rape, colza and mustard seeds"
120710,Palm nuts and kernels,0149,Oil seeds n.e.c. and oleaginous fruit
120720,Cotton seeds,0144,Cotton seeds
120730,Castor oil seeds,0149,Oil seeds n.e.c. and oleaginous fruit
120740,Sesamum seeds,0143,"Sunflower, sesamum, safflower, rape, colza and mustard seeds"
120750,Mustard seeds,0143,"Sunflower, sesamum, safflower, rape, colza and mustard seeds"
120760,Safflower seeds,0143,"Sunflower, sesamum, safflower, rape, colza and mustard seeds"
120791,Poppy seeds,0149,Oil seeds n.e.c. and oleaginous fruit
120792,Shea nuts (karite nuts),0149,Oil seeds n.e.c. and oleaginous fruit
120799,"Other oil seeds and oleaginous fruits, nes",0149,Oil seeds n.e.c. and oleaginous fruit
120810,Soya bean flour and meal,2182,"Flours and meals of oil seeds or oleaginous fruits, except those of mustard"
120890,Other flours and meal of oil seeds or oleaginou,2182,"Flours and meals of oil seeds or oleaginous fruits, except those of mustard"
120911,"Sugar beet seed, of a kind used for sowing",0194,Sugar beet seed and seeds of forage plants
120919,"Beet seed, of a kind used for sowing, (excl. su",0154,Vegetable seeds
120921,"Lucerne (alfalfa) seed, of a kind used for sowi",0194,Sugar beet seed and seeds of forage plants
120922,"Clover seed, of a kind used for sowing",0194,Sugar beet seed and seeds of forage plants
120923,"Fescue seed, of a kind used for sowing",0194,Sugar beet seed and seeds of forage plants
120924,"Kentucky blue grass seed, of a kind used for so",0194,Sugar beet seed and seeds of forage plants
120925,"Rye grass seed, of a kind used for sowing",0194,Sugar beet seed and seeds of forage plants
120926,"Timothy grass seed, of a kind used for sowing",0194,Sugar beet seed and seeds of forage plants
120929,"Other seeds of forage plants, of a kind used fo",0194,Sugar beet seed and seeds of forage plants
120930,"Seeds of herbaceous plants, of a kind used for",0153,Flower seeds and fruit seeds
120991,"Vegetable seed, of a kind used for sowing",0154,Vegetable seeds
120999,"Other seeds, fruit and spores, of a kind used f",0153,Flower seeds and fruit seeds
121010,"Hop cones (excl. ground, powdered or pellets),",0199,Other raw vegetable materials
121020,"Hop cones, ground, powdered or in pellets; lupu",0199,Other raw vegetable materials
121110,"Liquorice roots, of a kind used in perfumery, p",0193,"Plants and parts of plants used primarily in perfumery, in pharmacy,"
121120,"Ginseng roots, of a kind used in perfumery, pha",0193,"Plants and parts of plants used primarily in perfumery, in pharmacy,"
121190,"Other plants or parts, of a kind used in perfum",0193,"Plants and parts of plants used primarily in perfumery, in pharmacy,"
121210,"Locust beans (incl. locust bean seeds), fresh o",0199,Other raw vegetable materials
121220,Seaweeds and other algae used for human consump,0493,"Seaweeds and other algae, fresh or dried, whether or not ground"
121230,"Apricot, peach or plum stones and kernels used",2156,"Apricot, peach or plum stones and kernels"
121291,"Sugar beet, fresh or dried",0181,Sugar beet
121292,"Sugar cane, fresh or dried",0182,Sugar cane
121299,Vegetable products used primarily for human con,0199,Other raw vegetable materials
121300,Cereal straw and husks,0191,"Cereal straw and husks, unprepared, whether or not chopped, ground,"
121410,Lucerne (alfalfa) meal and pellets,0191,"Cereal straw and husks, unprepared, whether or not chopped, ground,"
121490,"Other forage products, nes",0191,"Cereal straw and husks, unprepared, whether or not chopped, ground,"
130110,Lac,0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130120,Natural Gum Arabic,0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130190,"Natural gums, resins, gum-resins and balsams (e",0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130211,Opium,0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130212,Liquorice sap and extract,0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130213,Hop extract,0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130214,Sap and extract of pryrethrum and roots of plan,0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130219,"Other vegetable saps and extracts, nes",0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130220,"Pectic substances, pectinates and pectates",0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130231,Agar-agar,0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130232,"Mucilages and thickeners of locust beans, bean",0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
130239,"Mucilages and thickeners, derived from vegetabl",0323,"Lac; other natural gums, resins and other vegetable saps and extracts"
140110,Bamboos,0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140120,Rattans,0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140190,"Vegetable materials for plaiting, (excl. bamboo",0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140210,Kapok,0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140291,Vegetable hair,0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140299,"Vegetable materials for stuffing or padding, ne",0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140310,Broomcorn,0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140390,Vegetable materials primarily for brooms or bru,0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140410,Raw vegetable materials primarily for dyeing or,0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
140420,Cotton linters,217,Cotton linters
140490,"Vegetable products, nes",0393,Vegetable materials of a kind used primarily for plaiting or as stuffing
150100,"Lard, other pig fat and poultry fat, rendered",21611,"Fats of bovine animals, sheep, goats, pigs and poultry, raw or rendered"
150200,"Fats of bovine animals, sheep or goats, raw or",21611,"Fats of bovine animals, sheep, goats, pigs and poultry, raw or rendered"
150300,"Lard stearin, lardoil, oleostearin, oleo-oil an",2162,"Animal oils and fats, crude and refined, except fats of bovine animals, sheep, goats, pigs and"
150410,Fish-liver oils and their fractions,2162,"Animal oils and fats, crude and refined, except fats of bovine animals, sheep, goats, pigs and"
150420,"Fish fats, oils and fractions (excl. fish liver",2162,"Animal oils and fats, crude and refined, except fats of bovine animals, sheep, goats, pigs and"
150430,"Marine mammal fats, oils and their liquid fract",2162,"Animal oils and fats, crude and refined, except fats of bovine animals, sheep, goats, pigs and"
150510,Crude wool grease,21612,Wool grease
150590,Fatty substances of crude wool grease (incl. la,21612,Wool grease
150600,Other animal fats and oils and their fractions,2162,"Animal oils and fats, crude and refined, except fats of bovine animals, sheep, goats, pigs and"
150710,Crude soya-bean oil,2163,"Soya-bean, ground-nut, olive, sunflower-seed, safflower, cotton-seed rape, colza and mustard"
150790,Soya-bean oil (excl. crude) and fractions,2165,"Soya-bean, ground-nut, olive, sunflower-seed, safflower, cotton- seed, rape, colza and mustard oil"
150810,Crude ground-nut oil,2163,"Soya-bean, ground-nut, olive, sunflower-seed, safflower, cotton-seed rape, colza and mustard"
150890,Ground-nut oil (excl. crude) and fractions,2165,"Soya-bean, ground-nut, olive, sunflower-seed, safflower, cotton- seed, rape, colza and mustard oil"
