HS 2007 Product Code,HS 2007 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
262091,Ash & residues (excl. from the manufacture of iron/steel) containing antimony/beryllium/cadmium/chromium/their mixtures,262090,Ash and residues containing other metals or met
262099,"Ash & residues (excl. from the manufacture of iron/steel), n.e.s. in Ch.26",262050,Ash and residues containing mainly vanadium
262110,Ash & residues from the incineration of municipal waste,262100,"Other slag and ash, including seaweed ash (kelp"
262190,"Slag & ash, incl. seaweed ash (kelp), other than ash & residues from the incineration of municipal waste",262100,"Other slag and ash, including seaweed ash (kelp"
270111,"Anthracite coal, whether/not pulverised but not agglomerated",270111,"Anthracite, not agglomerated"
270112,"Bituminous coal, whether/not pulverised but not agglomerated",270112,"Bituminous coal, not agglomerated"
270119,"Coal other than anthracite & bituminous, whether/not pulverised but not agglomerated",270119,"Other coal, not agglomerated, nes"
270120,"Briquettes, ovoids & similar solid fuels manufactured from coal",270120,"Briquettes, ovoids and similar solid fuels manu"
270210,"Lignite, whether/not pulverised but not agglomerated (excl. jet)",270210,"Lignite, not agglomerated"
270220,Agglomerated lignite (excl. jet),270220,Agglomerated lignite
270300,"Peat (incl. peat litter), whether/not agglomerated",270300,Peat (incl. peat litter)
270400,"Coke & semi-coke of coal/lignite/peat, whether/not agglomerated; retort carbon",270400,"Coke and semi-coke of coal, of lignite or of pe"
270500,"Coal gas, water gas, producer gas & similar gases (excl. petroleum gases & other gaseous hydrocarbons)",270500,"Coal gas, water gas, producer gas and similar g"
270600,"Tar distilled from coal/lignite/peat, & other mineral tars, whether/not dehydrated/partially distilled, incl. reconstituted tars",270600,"Tar distilled from coal, lignite or peat, and o"
270710,Benzol (benzene),270710,Benzole
270720,Toluol (toluene),270720,Toluole
270730,Xylol (xylenes),270730,Xylole
270740,Naphthalene,270740,Naphthalene
270750,"Aromatic hydrocarbon mixtures of which 65%/more by volume, incl. losses, distils at 250 ?C by the ASTM D86 method (excl. benzol, toluol, xylol & naphthalene)",270750,Aromatic hydrocarbon mixtures which >=65% disti
270791,Creosote oils,270791,Creosote oils
270799,Oils & other products of the distillation of high temp. coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents (excl. of 2707.10 - 2707.91),270799,"Other oils and oil products, nes"
270810,"Pitch, obt. from coal tar/other mineral tars",270810,Pitch obtained from coal tar or from other mine
270820,"Pitch coke, obt. from coal tar/other mineral tars",270820,Pitch coke obtained from coal tar or from other
270900,"Petroleum oils & oils obt. from bituminous mins., crude",270900,Petroleum oils and oils obtained from bituminou
271011,Light petroleum oils & preparations,271000,"Petroleum oils, etc, (excl. crude); preparation"
271019,"Petroleum oils & oils obtained from bituminous minerals (other than crude) & preparations not elsewhere specified/incld., containing by weight 70 %/more of petroleum oils/of oils obtained from bituminous minerals, these oils being the basic constituents",271000,"Petroleum oils, etc, (excl. crude); preparation"
271091,Waste oils containing polychlorinated biphenyls (PCBs)/polychlorinated terphenyls (PCTs)/polybrominated biphenyls (PBBs),271000,"Petroleum oils, etc, (excl. crude); preparation"
271099,Waste oils other than those containing polychlorinated biphenyls (PCBs)/polychlorinated terphenyls (PCTs)/polybrominated biphenyls (PBBs),271000,"Petroleum oils, etc, (excl. crude); preparation"
271111,"Natural gas, liquefied",271111,"Natural gas, liquefied"
271112,"Propane, liquefied",271112,"Propane, liquefied"
271113,"Butanes, liquefied",271113,"Butanes, liquefied"
271114,"Ethylene, propylene, butylene & butadiene, liquefied",271114,"Ethylene, propylene, butylene and butadiene, li"
271119,"Petroleum gases other than natural gas/propane/butanes/ethylene, propylene, butylene & butadiene, liquefied",271119,"Petroleum gases and other gaseous hydrocarbons,"
271121,"Natural gas, in gaseous state",271121,Natural gas in gaseous state
271129,"Petroleum gases & gaseous hydrocarbons, other than natural gas, in gaseous state",271129,Petroleum gases and other gaseous hydrocarbons
271210,Petroleum jelly,271210,Petroleum jelly
271220,Paraffin wax containing by weight <0.75% of oil,271220,"Paraffin wax, containing <0.75% oil"
271290,"Micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, & similar products obt. by synthesis/other processes, whether/not coloured",271290,"Other paraffin wax... and similar products, nes"
271311,"Petroleum coke, not calcined",271311,"Petroleum coke, not calcined"
271312,"Petroleum coke, calcined",271312,Calcined petroleum coke
271320,Petroleum bitumen,271320,Petroleum bitumen
271390,"Residues of petroleum oils/oils obt. from bituminous mins., other than petroleum coke/petroleum bitumen",271390,"Other residues of petroleum oils , etc"
271410,Bituminous/oil shale & tar sands,271410,Bituminous or oil shale and tar sands
271490,"Bitumen & asphalt, natural; asphaltites & asphaltic rocks",271490,Bitumen and asphalt; natural asphaltites and as
271500,"Bituminous mixtures based on natural asphalt/natural bitumen/petroleum bitumen/mineral tar/mineral tar pitch (e.g., bituminous mastics, cut-backs)",271500,"Bituminous mixtures based on natural asphalt, b"
271600,Electrical energy (optional heading),271600,Electrical energy
280110,Chlorine,280110,Chlorine
280120,Iodine,280120,Iodine
280130,Fluorine; bromine,280130,Fluorine; bromine
280200,"Sulphur, sublimed/precipitated; colloidal sulphur",280200,"Sulphur, sublimed or precipitated; colloidal su"
280300,"Carbon (carbon blacks & other forms of carbon, n.e.s.)",280300,Carbon (carbon blacks and other forms of carbon
280410,Hydrogen,280410,Hydrogen
280421,Argon,280421,Argon
280429,Rare gases other than argon,280429,Rare gases (excl. argon)
280430,Nitrogen,280430,Nitrogen
280440,Oxygen,280440,Oxygen
280450,Boron; tellurium,280450,Boron; tellurium
280461,"Silicon, containing by weight not <99.99% of silicon",280461,Silicon containing by weight >=99.99% silicon
280469,"Silicon, containing by weight <99.99% of silicon",280469,Silicon containing by weight <99.99% silicon
280470,Phosphorus,280470,Phosphorus
280480,Arsenic,280480,Arsenic
280490,Selenium,280490,Selenium
280511,Sodium,280511,Sodium
280512,Calcium,280521,Calcium
280519,Alkali/alkaline-earth metals other than sodium & calcium,280519,Alkali metals (excl. sodium)
280530,"Rare-earth metals, scandium & yttrium, whether/not intermixed/interalloyed",280530,"Rare-earth metals, scandium and yttrium"
280540,Mercury,280540,Mercury
280610,Hydrogen chloride (hydrochloric acid),280610,Hydrogen chloride (hydrochloric acid)
280620,Chlorosulphuric acid,280620,Chlorosulphuric acid
280700,Sulphuric acid; oleum,280700,Sulphuric acid; oleum
280800,Nitric acid; sulphonitric acids,280800,Nitric acid; sulphonitric acids
280910,Diphosphorus pentaoxide,280910,Diphosphorus pentaoxide
280920,"Phosphoric acid & polyphosphoric acids, whether/not chemically defined",280920,Phosphoric acid and polyphosphoric acids
281000,Oxides of boron; boric acids,281000,Oxides of boron; boric acids
281111,Hydrogen fluoride (hydrofluoric acid),281111,Hydrogen fluoride (hydrofluoric acid)
281119,Inorganic acids other than hydrogen fluoride,281119,"Other inorganic acids, nes"
281121,Carbon dioxide,281121,Carbon dioxide
281122,Silicon dioxide,281122,Silicon dioxide
281129,"Inorganic oxygen comps. of non-metals (excl. of 2811.21& 2811.22),n.e.s. ",281129,"Other inorganic oxygen compounds of non-metals,"
281210,Chlorides & chloride oxides of non-metals,281210,Chlorides and chlorides oxides of non-metals
281290,Halides & halide oxides of non-metals other than chlorides & chloride oxides,281290,"Halides and halide oxides of non-metals, nes"
281310,Carbon disulphide,281310,Carbon disulphide
281390,Sulphides of non-metals (excl. carbon disulphide); commercial phosphorus trisulphide,281390,Sulphides of non-metals (excl. carbon)commercia
281410,Anhydrous ammonia,281410,Anhydrous ammonia
281420,Ammonia in aqueous solution,281420,Ammonia in aqueous solution
281511,"Sodium hydroxide (caustic soda), solid",281511,"Sodium hydroxide (caustic soda), solid"
281512,"Sodium hydroxide (caustic soda), in aqueous solution (sida lye/liquid soda)",281512,Sodium hydroxide in aqueous solution (soda lye
281520,Potassium hydroxide (caustic potash),281520,Potassium hydroxide (caustic potash)
281530,Peroxides of sodium/potassium,281530,Peroxides of sodium or potassium
281610,Hydroxide & peroxide of magnesium,281610,Hydroxide and peroxide of magnesium
281640,"Oxides, hydroxides & peroxides, of strontium/barium",281630,"Oxide, hydroxide and peroxide of barium"
281700,Zinc oxide; zinc peroxide,281700,Zinc oxide; zinc peroxide
281810,"Artificial corundum, whether/not chemically defined",281810,"Artificial corundum, whether or not chemically"
281820,Aluminium oxide (excl. artificial corundum),281820,"Aluminium oxide, other than artificial corundum"
281830,Aluminium hydroxide,281830,Aluminium hydroxide
281910,Chromium trioxide,281910,Chromium trioxide
281990,Chromium oxides (excl. chromium trioxide) & hydroxides,281990,Chromium oxides and hydroxides (excl. chromium
282010,Manganese dioxide,282010,Manganese dioxide
282090,Manganese oxides other than manganese dioxide,282090,Manganese oxides (excl. manganese dioxide)
282110,Iron oxides & hydroxides,282110,Iron oxides and hydroxides
282120,Earth colours containing 70%/more by weight of combined iron evaluated as Fe2O3,282120,Earth colours containing >=70% iron(III)oxide
282200,Cobalt oxides & hydroxides; commercial cobalt oxides,282200,Cobalt oxides and hydroxides; commercial cobalt
282300,Titanium oxides,282300,Titanium oxides
282410,"Lead monoxide (litharge, massicot)",282410,"Lead monoxide (litharge, massicot)"
282490,Lead oxides (excl. of 2824.10);red lead&orange lead,282490,"Lead oxides, nes"
282510,Hydrazine & hydroxylamine & their inorganic salts,282510,Hydrazine and hydroxylamine and their inorganic
282520,Lithium oxide & hydroxide,282520,Lithium oxide and hydroxide
282530,Vanadium oxides & hydroxides,282530,Vanadium oxides and hydroxides
282540,Nickel oxides & hydroxides,282540,Nickel oxides and hydroxides
282550,Copper oxides & hydroxides,282550,Copper oxides and hydroxides
282560,Germanium oxides & zirconium dioxide,282560,Germanium oxides and zirconium dioxides
282570,Molybdenum oxides & hydroxides,282570,Molybdenum oxides and hydroxides
282580,Antimony oxides,282580,Antimony oxides
282590,"Inorganic bases other than hydrazine & hydroxylamine & their inorganic salts; other metal oxides, hydroxides & peroxides, n.e.s. in Ch 28.25",282590,"Other inorganic bases; other metal oxides, hydr"
282612,"Flourides, of aluminium",282612,Fluorides of aluminium
282619,Flourides other than of aluminium,282619,"Fluorides, nes"
282630,Sodium hexafluoroaluminate (synthetic cryolite),282630,Sodium hexafloroaluminate (synthetic cryolite)
282690,"Fluorosilicates, fluoroaluminates (excl. of 2826.30) & other complex fluorine salts",282690,Fluoroaluminates and other complex fluorine sal
282710,Ammonium chloride,282710,Ammonium chloride
282720,Calcium chloride,282720,Calcium chloride
282731,Magnesium chlorides,282731,Magnesium chloride
282732,Aluminium chlorides,282732,Aluminium chloride
282735,Nickel chlorides,282735,Nickel chloride
282739,"Chlorides (excl. of 2827.10-2827.35), n.e.s.",282739,"Chlorides, nes"
282741,"Chloride oxides & chloride hydroxides, of copper",282741,Chloride oxides and chloride hydroxides of copp
282749,Chloride oxides & chloride hydroxides other than of copper,282749,Chloride oxides and chloride hydroxides (excl.
282751,Bromides of sodium/potassium,282751,Bromides of sodium or of potassium
282759,Bromides & bromide oxides other than bromides of sodium/potassium,282759,Bromides and bromide oxides (excl. of sodium an
282760,Iodides & iodide oxides,282760,Iodides and iodide oxides
282810,Commercial calcium hypochlorite & other calcium hypochlorites,282810,Commercial calcium hypochlorite and other calci
282890,Hypochlorites (excl. calcium); chlorites; hypobromites,282890,Hypochlorites (excl. of calcium) and chlorites;
282911,"Chlorates, of sodium",282911,Chlorates of sodium
282919,Chlorates other than of sodium,282919,Chlorates (excl. of sodium)
282990,Perchlorates; bromates & perbromates; iodates & periodates,282990,Perchlorates; bromates and perbromates; iodates
283010,Sodium sulphides,283010,Sodium sulphides
283090,"Sulphides (excl. of 2830.10); polysulphides, whether/not chemically defined",283090,Other sulphides and polysulphides
283110,"Dithionites & sulphoxylates, of sodium",283110,Dithionites and sulphoxylates of sodium
283190,Dithionites & sulphoxylates (excl. of sodium),283190,Dithionites and sulphoxylates (excl. of sodium)
283210,Sodium sulphites,283210,Sodium sulphites
